source_hgnc;interaction_directed_signed;target_hgnc;database;ref;no_ref;source_uniprot;target_uniprot
TWIST1;INHIBIT;CDH1;"Laudanna_effects;Wang;Laudanna_sigflow;ACSN;SPIKE";18062917;1;Q15672;P12830
CTNND1;ACTIVATE;CDH1;"Laudanna_effects;Signor;Laudanna_sigflow;HPRD;BioGRID;Wang;KEGG;IntAct;InnateDB";"14610055;23180380;22850631;10409703;19711372;7542250;19726720;12427869;22715382;20371349;7651399;12640114;9535896;22693575;22752307;12707304;21670201;7876318;17261850;8660921;24424122;10409703;10931041;7542250;7651399;10629228;10225956;11226248";28;O60716;P12830
CDH1;ACTIVATE;ANAPC11;SPIKE;9734353;1;P12830;Q9NYG5
CTNND2;ACTIVATE;CDH1;"HPRD;Signor";"14610055;9971746";2;Q9UQB3;P12830
ARVCF;ACTIVATE;CDH1;"HPRD;Signor";"14610055;11058098";2;O00192;P12830
CDH1;ACTIVATE;CTNNA1;"SignaLink3;Signor;HPRD;BioGRID;ACSN;MPPI;InnateDB";"24336504;24336504;7542250;10381631;8227214;11960376;16212417;9233779;9326449;9700170;16219695;11801604;7542250;11226248";14;P12830;P35221
CSE1L;ACTIVATE;CDH1;"HPRD;KEGG;BioGRID";"20734115;12061792;12061792";3;P55060;P12830
GNA12;ACTIVATE;CDH1;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11136230;1;Q03113;P12830
CSNK2A2;ACTIVATE;CDH1;"Wang;PhosphoPoint;MIMP";NA;0;P19784;P12830
CDH1;ACTIVATE;PIP5K1C;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;InnateDB";"22850631;22375065;17261850";3;P12830;O60331
CDH1;ACTIVATE;ITGB7;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;ACSN";10837471;1;P12830;P26010
CBLL1;ACTIVATE;CDH1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"16336960;22850631;19711372;22252131;22715382;21685945;11836526;18057010;21685945;11836526";10;Q75N03;P12830
CDH1;ACTIVATE;ITGAE;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;ACSN";12434297;1;P12830;P38570
SRC;ACTIVATE;PRKD1;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"12637538;17804414;12637538;16891660;12505989;17804414;15226414;15024053;17804414;12637538";10;P12931;Q15139
PRKD1;ACTIVATE;SRC;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";12637538;1;Q15139;P12931
SRC;ACTIVATE;SPTAN1;"PhosphoSite_dir;PhosphoSite;HPRD-phos;PhosphoSite_noref;PhosphoPoint;phosphoELM;Signor;MIMP;HPRD";"11971983;12446661;11971983;11971983;11971983";5;P12931;Q13813
SRC;INHIBIT;ARRB1;"Signor;BioGRID;MIMP;PhosphoPoint;phosphoELM";"17456551;10347142;9388255;17456469;19202075;16432186";6;P12931;P49407
ARRB1;ACTIVATE;SRC;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;PhosphoPoint;CA1";"10753943;19202075;16432186";3;P49407;P12931
SRC;ACTIVATE;PRKCE;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint";"11834516;11834516";2;P12931;Q02156
PRKCE;ACTIVATE;SRC;"Laudanna_effects;Wang;Laudanna_sigflow;HPRD;BioGRID;ACSN;PhosphoPoint";"11834516;11834516";2;Q02156;P12931
PTPN1;ACTIVATE;SRC;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;IntAct;SignaLink3;Signor;Wang;DEPOD;DOMINO;InnateDB";"12857726;12857726;17974954;11007774;17974954;16115959;15866871;11007774;11007774;17974954;9261115;8647855;12468645;11007774;12857726;12857726;17974954;16537444;17092689;16115959;9600099;11007774;9261115;8647855;12468645;11007774";26;P18031;P12931
SRC;ACTIVATE;PLCG1;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;ACSN;PhosphoPoint;CA1;Signor;MIMP;Wang";"8388373;7682059;16497976;17016520;8657103;20068231;17389395;7682059;1689310;8885868;8657103;7682059;7510703;1689310;8885868";15;P12931;P19174
SRC;INHIBIT;CDKN1B;"PhosphoSite;HPRD-phos;dbPTM;phosphoELM;IntAct;Signor;BioGRID;MIMP;HPRD";"17254967;16195327;12042314;14504289;17254967;10831586;15735731;17254967;17254967;17254967;17254967";11;P12931;P46527
SRC;ACTIVATE;RAF1;"PhosphoSite;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;SPIKE;Signor;BioGRID;MIMP;PhosphoSite_dir;HPRD";"16189514;12551923;10998357;7692235;12551923;9689060;10998357;11134016;11259591;11274179;7692235;17428866;9091312;10205168;12801936;11971957;17097642;7517401;7517401;8876196;10205168;17097642";22;P12931;P04049
SRC;ACTIVATE;PRKCZ;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";10527887;1;P12931;Q05513
CAPN1;ACTIVATE;SRC;"Wang;Laudanna_effects;Laudanna_sigflow";NA;0;P07384;P12931
SRC;ACTIVATE;STAT5A;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;SignaLink3;Signor;CancerCellMap;MIMP;Wang";"11641791;11641791;11641791;10358079;10358079";5;P12931;P42229
SRC;ACTIVATE;PRKCD;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;HPRD;MIMP;Wang;PhosphoPoint;IntAct";"20501830;16982614;25472878;18069897;19366211;25755284;17658731;17570831;15851033;15337529";10;P12931;Q05655
PRKCD;ACTIVATE;SRC;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;ACSN;PhosphoPoint;KEGG;IntAct;Signor;MIMP;Wang";"18069897;20501830;16982614;25472878;18069897;19366211;25755284;17658731;17570831;15851033;15337529";11;Q05655;P12931
SRC;ACTIVATE;PXN;"Li2012;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;BioGRID;MIMP;Wang";"15107421;15817476;11774284;11695992;10823820;14636584;7534286";7;P12931;P49023
IGF1R;ACTIVATE;SRC;"HPRD;ACSN;PhosphoPoint;KEGG";8940173;1;P08069;P12931
SRC;ACTIVATE;IGF1R;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"8940173;8940173;8972223;8940173;17016520;20068231;17389395;18691976;8940173";9;P12931;P08069
SRC;ACTIVATE;MAPK1;"Wang;Laudanna_effects;Laudanna_sigflow;phosphoELM";"15935618;15972258;9124279;1378617";4;P12931;P28482
SRC;ACTIVATE;SHC1;"Li2012;Laudanna_effects;HPRD;PhosphoSite_dir;Laudanna_sigflow;HPRD-phos;PhosphoSite;PhosphoSite_noref;PhosphoPoint;CA1;SignaLink3;Signor;MIMP;Wang;InnateDB";"18840094;8939605;1409579;10329689;8939605;9566877;9388490;9096689;16497976;17016520;19901323;9685404;10482988;20068231;17389395;9388490;9710204;15688026;18840094;10482988;9710204;9388490;9096689";23;P12931;P29353
SRC;INHIBIT;EPHA2;"Wang;Laudanna_effects;Laudanna_sigflow;Signor";24457997;1;P12931;P29317
PDGFRB;ACTIVATE;SRC;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;ACSN;PhosphoPoint;IntAct;Signor;BioGRID;MIMP;PhosphoSite_dir;Wang";"15489898;11600431;18070987;16002577;21399663;11804588;21525036;12223349;14720123;18056643;9271228;15811957;17632516;15485877;12869650;20433855;15564375;21725358;25071020;14661060;12368297;25947380;17158602;17785434;7685273;2173144";26;P09619;P12931
SRC;ACTIVATE;PDGFRB;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"17158602;17785434;7685273;2173144";4;P12931;P09619
SRC;ACTIVATE;SOS1;"Wang;DOMINO;IntAct";"17474147;17474147";2;P12931;Q07889
SRC;ACTIVATE;TNS3;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref;IntAct";"19732724;19732724;19732724";3;P12931;Q68CZ2
SRC;ACTIVATE;TGFBR2;"SignaLink3;PhosphoSite;Signor;PhosphoSite_dir;MIMP";"19114990;19114990;18174260;17440088;24983314";5;P12931;P37173
SRC;ACTIVATE;STAT1;"Li2012;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;SignaLink3;Signor;CancerCellMap;BioGRID;MIMP;Wang;InnateDB";"14978237;14978237;14978237;9344858;14978237;10358079;10358079;14978237;9344858";9;P12931;P42224
SRC;ACTIVATE;MAP2K1;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";24412244;1;P12931;Q02750
HSP90AA1;ACTIVATE;SRC;"HPRD;BioGRID;Wang;SPIKE;DIP";"18266962;1310678;22315411;16844778;1310678;1310678";6;P07900;P12931
SRC;ACTIVATE;HSP90AB1;"PhosphoSite;Signor;Laudanna_sigflow;PhosphoSite_dir;MIMP";"17855507;23867252;17855507";3;P12931;P08238
SRC;ACTIVATE;PLSCR1;"Li2012;Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;phosphoELM;Signor;CancerCellMap;MIMP;Wang";"12871937;11390389;12871937;12871937;12871937";5;P12931;O15162
SRC;ACTIVATE;FBXO5;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"20717963;20717963";2;P12931;Q9UKT4
SRC;ACTIVATE;AKT1;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;IntAct;SignaLink3;Signor;MIMP;Wang;InnateDB";"18283331;12600984;12149249;11445557;18283331;25241761;11445557";7;P12931;P31749
AKT1;ACTIVATE;SRC;"HPRD;PhosphoPoint;KEGG;IntAct;InnateDB";"18283331;25241761;11445557";3;P31749;P12931
SRC;ACTIVATE;CRK;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;IntAct";"10962563;12615911;23397142";3;P12931;P46108
SRC;ACTIVATE;EZR;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;Signor;MIMP;Wang;phosphoELM";"15623525;22397367;15647376;15623525";4;P12931;P15311
SRC;ACTIVATE;RELA;"Wang;Laudanna_effects;Laudanna_sigflow;phosphoELM";"14690596;15775976;10938077";3;P12931;Q04206
SRC;ACTIVATE;RPS6KA3;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";18156174;1;P12931;P51812
MET;ACTIVATE;SRC;"Li2012;Laudanna_effects;Wang;Laudanna_sigflow;HPRD;ACSN;PhosphoPoint;KEGG;IntAct";"24728074;24034250;9837958";3;P08581;P12931
SRC;INHIBIT;MET;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;Wang;IntAct";"24728074;24034250;9837958";3;P12931;P08581
IL6R;ACTIVATE;SRC;"HPRD;PhosphoPoint;KEGG";10462375;1;P08887;P12931
SRC;ACTIVATE;IKBKB;"PhosphoSite;Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;HPRD;PhosphoSite_noref;PhosphoPoint;phosphoELM;Signor;BioGRID;MIMP;Wang";"12707358;12645577;10195894;10779355;15749833;12707358;12645577;12707358";8;P12931;O14920
SRC;ACTIVATE;MUC1;"Li2012;PhosphoSite;PhosphoPoint;phosphoELM;IntAct;Signor;BioGRID;MIMP;PhosphoSite_dir;HPRD";"11152665;11152665;22140559;15471854;14521915;7664271;11152665;11483589;21798038;11152665;11483589;21798038;11152665;11483589;11152665";15;P12931;P15941
SRC;ACTIVATE;BDKRB2;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref;phosphoELM";"16226010;16226010;16226010";3;P12931;P30411
SRC;ACTIVATE;NFKBIA;"Li2012;Laudanna_effects;PhosphoSite;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;SignaLink3;Signor;CancerCellMap;MIMP;Wang;InnateDB";"12429743;9792645;9792645;8797825;12429743;9792645;9792645;12429743;8797825;12429743;9792645";11;P12931;P25963
SRC;ACTIVATE;GAB1;"Li2012;PhosphoSite_dir;PhosphoSite;Laudanna_sigflow;PhosphoSite_noref;IntAct;SignaLink3;Signor;MIMP;Wang";"19881549;19881549;15574420;24728074";4;P12931;Q13480
SRC;ACTIVATE;ARHGAP35;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;KEGG;phosphoELM;Signor;MIMP;Wang";"9819392;11309200;9819392;11309200;16497976;17016520;19901323;20068231;9819392;11309200;9819392";11;P12931;Q9NRY4
SRC;ACTIVATE;PIK3CA;"Laudanna_effects;Laudanna_sigflow;Wang;SPIKE;KEGG";12750372;1;P12931;P42336
SRC;ACTIVATE;PPARG;SignaLink3;10322133;1;P12931;P37231
SRC;ACTIVATE;CDC42;"PhosphoSite;Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite_noref;SPIKE;KEGG;phosphoELM;Signor;MIMP;Wang";"9626657;14506284;14506284";3;P12931;P60953
SRC;ACTIVATE;RGS16;"PhosphoSite;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"12588871;12588871;12588871;11602604;12588871;11602604";6;P12931;O15492
SRC;ACTIVATE;ABL1;"Laudanna_effects;Wang;PhosphoSite_dir;Laudanna_sigflow;HPRD-phos;PhosphoSite;ACSN;SPIKE;dbPTM;PhosphoPoint;IntAct;Signor;MIMP;HPRD;DOMINO";"20841568;12748290;11847100;22975324;17474147;19369195;12522270;18691976;16497976;19901323;11781820;12522270;18691976;17474147;17318191;12522270;11781820";17;P12931;P00519
SRC;ACTIVATE;RET;"Li2012;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;MIMP;Wang;PhosphoPoint";10070972;1;P12931;P07949
SRC;ACTIVATE;KIT;"Li2012;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;IntAct;Signor;CancerCellMap;MIMP;Wang";"12878163;12878163;10523831;12878163;24728074;12878163";6;P12931;P10721
SRC;ACTIVATE;PRKCI;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"11713277;11713277;11713277;11891849;11713277;11713277";6;P12931;P41743
SRC;ACTIVATE;RAC1;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;KEGG;Signor;MIMP;Wang";"17991704;22163037";2;P12931;P63000
RAC1;ACTIVATE;SRC;"Wang;Laudanna_effects;Laudanna_sigflow";NA;0;P63000;P12931
SRC;ACTIVATE;NOXA1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";20943948;1;P12931;Q86UR1
SMO;ACTIVATE;SRC;Signor;18455992;1;Q99835;P12931
SRC;ACTIVATE;PTPN6;"Li2012;Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoPoint;phosphoELM;Signor;MIMP;Wang;InnateDB";"9261115;14699166;17974954;16649996;10488096;12468540;14757045;14699166;9261115;9261115;8647855;12468645";12;P12931;P29350
ERBB2;ACTIVATE;SRC;"Laudanna_effects;Wang;Laudanna_sigflow;HPRD;BioGRID;ACSN;PhosphoPoint;IntAct";"17875712;11940572;21075308;11940572;21075308;7542762";6;P04626;P12931
PTPN11;ACTIVATE;SRC;"Li2012;Laudanna_effects;Signor;Laudanna_sigflow;HPRD;PhosphoPoint;Wang;DEPOD;IntAct";"17974954;18482983;20308328;14687660";4;Q06124;P12931
SRC;ACTIVATE;ENO1;"Signor;BioGRID;phosphoELM;MIMP";"7629021;24841372;8578591;11078745;14739300;9013636;17525734;16609991";8;P12931;P06733
SRC;INHIBIT;CFL1;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"19802004;19802004";2;P12931;P23528
SRC;INHIBIT;TERT;"PhosphoSite;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;Signor;MIMP;PhosphoSite_dir;HPRD";"12808100;18829466;24413564;12808100;12808100;18829466;12808100;12808100;12808100";9;P12931;O14746
PTPN2;INHIBIT;SRC;"Laudanna_effects;Signor;Laudanna_sigflow;HPRD-phos;Wang;BioGRID;HPRD;DEPOD";"22080863;15696169;15696169;15696169;15696169";5;P17706;P12931
SRC;ACTIVATE;CBLC;"PhosphoSite;Signor;PhosphoSite_dir;BioGRID;MIMP;HPRD;PhosphoPoint";"20525694;20525694;24425877;14661060;20525694;22888118;9988270;14661060";8;P12931;Q9ULV8
SRC;ACTIVATE;AR;"Laudanna_effects;Laudanna_sigflow;PhosphoSite_noref;SPIKE;IntAct;SignaLink3;BioGRID;MIMP;PhosphoSite_dir;HPRD;InnateDB";"17045208;12933816;15027889;15062576;15466214;11032808;12933816;24728074;15027889;15062576";10;P12931;P10275
SRC;ACTIVATE;SNCA;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;MIMP;Wang";NA;0;P12931;P37840
SRC;ACTIVATE;PAK2;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;phosphoELM;IntAct;Signor;MIMP;Wang;DOMINO";"12215529;12215529;16374509;16374509;16374509;12215529";6;P12931;Q13177
SRC;ACTIVATE;BCAR1;"Li2012;Laudanna_effects;PhosphoSite;HPRD;PhosphoSite_dir;Laudanna_sigflow;HPRD-phos;PhosphoSite_noref;PhosphoPoint;phosphoELM;IntAct;CA1;Signor;BioGRID;MIMP;Wang";"8070403;11604500;12972425;22710723;11604500;17016520;12972425;19901323;17389395;17038317;10487518;12397603;11514617;12615911;10739664;10085298;15020686;17129785;10542110;21034468;17038317;12972425";22;P12931;P56945
CTNND1;ACTIVATE;SRC;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;Wang;ACSN";11382764;1;O60716;P12931
SRC;ACTIVATE;CTNND1;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;Signor;MIMP;Wang";"14996911;17016520;20068231;17389395;18669648;18707149;11382764;11382764";8;P12931;O60716
SRC;ACTIVATE;RAPGEF1;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;Signor;MIMP;Wang;phosphoELM;IntAct;DOMINO";"15320955;12734187;15320955;10318861;17474147;17474147";6;P12931;Q13905
SRC;ACTIVATE;RXRA;"HPRD;SignaLink3";"15140878;1032213;15140878";3;P12931;P19793
SRC;ACTIVATE;PIK3R1;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;phosphoELM;IntAct;BioGRID;MIMP;Wang;InnateDB";"8385099;10487518;19903481;25241761;19861161;11689445;23397142;19903481;25241761;12210743";10;P12931;P27986
SRC;ACTIVATE;TGFA;Signor;17251915;1;P12931;P01135
SRC;INHIBIT;PPP2CA;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"23796501;18069897;24676687;17635907;17394530;23251465;12921784;18208556;1325671;21292165;23436320;24395787;26378614;16286244;23926298;21554241;10978272;22771321;17303700;20558158;25726524;25931585;24997451;23222956;22231169;25003662;22299660;21791414";28;P12931;P67775
PPP2CA;INHIBIT;SRC;"DEPOD;Signor";"23796501;18069897;10322434";3;P67775;P12931
SRC;ACTIVATE;PDPK1;"PhosphoSite;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;dbPTM;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"20643654;11481331;11481331;16314505;11481331;14585963;16314505;11481331;11481331";9;P12931;O15530
SRC;ACTIVATE;NRAS;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;Wang;KEGG";25157176;1;P12931;P01111
SRC;ACTIVATE;GRB2;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;KEGG;Signor;BioGRID;MIMP;Wang";"20554525;11964172;12624098;11964172;9016807";5;P12931;P62993
SRC;INHIBIT;DAPK1;SPIKE;17803936;1;P12931;P53355
SRC;ACTIVATE;CBL;"Li2012;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;dbPTM;PhosphoPoint;IntAct;LMPID;BioGRID;MIMP;Wang;DOMINO";"15737992;11448952;16636290;14739300;17094785;15135048;17420256;12941616;10829062;19861161;16636290;7782294;11994282;17141222;11804588;9013636;8849724;22138575;22203672;8635998;17094785;17141222;18273061;16636290;17141222;18273061;8635998";27;P12931;P22681
SRC;ACTIVATE;STAT3;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;SPIKE;KEGG;PhosphoPoint;Signor;CancerCellMap;BioGRID;MIMP;Wang";"21690253;9582023;14551213;16497976;17016520;19901323;11350938;17389395;12626508;11294897;10918587;12576423;11940572;8626374;12244095;14551213;15313931;8657134;21573184;15735682;12244095;14963038;8657134;11350938;11294897;12626508;8272872;10918587;12576423;11940572;8626374;12244095;9566874;14551213";34;P12931;P40763
SRC;INHIBIT;CDH2;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;ACSN;PhosphoSite_noref;phosphoELM";"16371504;16371504;16371504";3;P12931;P19022
SRC;ACTIVATE;PTK2;"Li2012;PhosphoSite;Laudanna_sigflow;PhosphoSite_noref;dbPTM;KEGG;phosphoELM;PhosphoPoint;CancerCellMap;BioGRID;PhosphoSite_dir;Laudanna_effects;Wang;HPRD-phos;ACSN;IntAct;Signor;MIMP;HPRD";"17289681;15735019;17088251;17828307;23264741;15126359;17653080;16126008;11839772;20180147;15598735;14670178;12927054;23637231;14978737;14610060;11438458;17117420;11313859;15247219;26068982;20160475;18676832;20802513;15371459;17234784;11468295;15735019;15611137;14603053;12531888;11027591;16920701;19525980;25617365;23454549;8051157;16760434;15077193;12659633;25275301;11331870;11891289;12408869;17449913;24655477;16291744;24609268;12084011;8824286;14712221;12558988;20501847;16510472;22366891;22761432;11696015;15389641;15611085;15316068;16540596;24608426;16415178;12960434;22940691;12387730;12023386;12871985;12753909;15123632;24858039;18437915;12087088;18664639;11857088;19962670;11927607;8941336;12387730;19369195;18083107;15561106;17389395;17192257;15951569;19339212;19534553;21454698;17016520;8941336;19664994;7529876;20068231;17389395;11927607;8816475;7997267;9507031;12387730;25241761;21855630;12558988;25814554;12615911;10085298;11980671;9822703;12110680;25241761;25814554;23065768;16966330;16291744;21034468;17525734;8941336;7529876;11927607;8054685;10931187;16291744;8816475;7997267;9507031";124;P12931;Q05397
PTK2;ACTIVATE;SRC;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;KEGG;IntAct;CA1;BioGRID;Wang";"7505391;12387730;25241761;21855630;12558988;25814554;12615911;10085298;11980671;9822703;25241761;25814554;23065768;16966330;16291744;21034468;17525734;8941336;7529876;11927607;8054685;10931187;16291744;8816475;7997267;9507031";26;Q05397;P12931
SRC;ACTIVATE;GSN;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref;dbPTM;phosphoELM";"10210201;23791551;10210201;10210201;10210201";5;P12931;P06396
SRC;ACTIVATE;NOS2;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;PhosphoPoint;Signor;MIMP;Wang";"19875457;16116474;16116474";3;P12931;P35228
SRC;ACTIVATE;EPHB2;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint";"10644995;9632142;18713744;9632142";4;P12931;P29323
EPHB2;ACTIVATE;SRC;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;PhosphoPoint;Signor;BioGRID;Wang";"9632142;10644995;9632142;18713744;9632142";5;P29323;P12931
ESR1;ACTIVATE;SRC;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint;KEGG;IntAct";"14766010;17284441;17400812;11013076;11032808;24051437;12630920;17627277;15020686;16957778;11564893;15784253;23065768;14963108;7539106;15140878;12736255";17;P03372;P12931
SRC;ACTIVATE;ESR1;"Li2012;Laudanna_effects;PhosphoSite;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;KEGG;phosphoELM;IntAct;Signor;BioGRID;MIMP;Wang";"9500442;10949034;7539106;18984578;10428798;16741565;8308015;9891036;20101225;20043841;7539106;14766010;17284441;17400812;11013076;11032808;24051437;12630920;17627277;15020686;16957778;11564893;15784253;23065768;14963108;7539106;15140878;12736255";28;P12931;P03372
SRC;ACTIVATE;TIAM1;"Laudanna_effects;Signor;Laudanna_sigflow;HPRD;Wang;PhosphoPoint";"12810717;12810717";2;P12931;Q13009
SRC;ACTIVATE;CHUK;"Laudanna_effects;CancerCellMap;Laudanna_sigflow;HPRD;BioGRID;Wang;PhosphoPoint;phosphoELM";"10485710;15749833;12707358;12707358;12707358";5;P12931;O15111
SRC;ACTIVATE;ABL2;"SPIKE;dbPTM;DOMINO;IntAct";"20841568;12748290;17474147;18083107;19534553;12748290;12522270;17474147";8;P12931;P42684
SRC;ACTIVATE;BTK;"Wang;Laudanna_effects;Laudanna_sigflow;Signor";8629002;1;P12931;Q06187
SRC;ACTIVATE;KDR;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;PhosphoPoint;IntAct;BioGRID;MIMP;PhosphoSite_dir;Wang";"16286478;10749680;25119572;12214271;17372230;11387210;19050761;17303569;20176926;14532277;18194650;19050761;18662404;18377662;16966330;10455194";16;P12931;P35968
KDR;ACTIVATE;SRC;"Li2012;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint;KEGG;IntAct";"18194650;19050761;18662404;18377662;16966330;10455194";6;P35968;P12931
SRC;ACTIVATE;ARAF;"SignaLink3;PhosphoSite;Signor;MIMP;PhosphoSite_dir;PhosphoSite_noref;phosphoELM";"9020159;9020159;9020159";3;P12931;P10398
SRC;INHIBIT;CASP8;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"16619028;18216014;19851329;16619028;18974049;18089778";6;P12931;Q14790
CASP8;ACTIVATE;SRC;"Wang;Laudanna_effects;Laudanna_sigflow";NA;0;Q14790;P12931
SRC;ACTIVATE;STAT5B;"PhosphoSite;Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"12621061;9804779;12621061;12621061;12621061";5;P12931;P51692
SRC;ACTIVATE;SH3GLB1;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;PhosphoSite_dir;MIMP;Wang";18474606;1;P12931;Q9Y371
SRC;ACTIVATE;PIK3R3;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";25814554;1;P12931;Q92569
ROR1;ACTIVATE;SRC;"Signor;IntAct";"22439932;22439932";2;Q01973;P12931
SRC;ACTIVATE;TRIP6;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;dbPTM;PhosphoPoint;SignaLink3;MIMP;PhosphoSite_dir;Wang;InnateDB";"15988003;20876301;17591779;23576104;17591779;15988003;17591779;15988003;14688263";9;P12931;Q15654
SRC;INHIBIT;ARHGDIA;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";"16943322;16943322";2;P12931;P52565
SRC;ACTIVATE;KHDRBS1;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;IntAct;BioGRID;Wang";"16169070;10635328;22745667;1545818;15190072;11960376;9038356;10844001;10467411;18606683;15890643;1374686;8766817;7537265;16169070;10467411;8766817;1545818";18;P12931;Q07666
SRC;INHIBIT;FGFR2;"Wang;Laudanna_effects;Laudanna_sigflow;InnateDB";18840094;1;P12931;P21802
CBLB;INHIBIT;SRC;"Laudanna_effects;Laudanna_sigflow;Wang;IntAct;CA1";"11448952;17094785";2;Q13191;P12931
